"","subcategory_id","category_id","article_id","author_id","name.x","title","year","name.y","name"
"25",3694,881,6296,11630,"I.E. Mitchell","Production Programming by Reverse Curve Analysis",1968,"Corporate and Financial Models",""
"26",3694,881,6295,11626,"B. Linn Soule","Simulating the Financial Effects of Major Corporate Policy Changes Via a Discrete State System Model",1968,"Corporate and Financial Models",""
"27",3694,881,6296,11631,"W.H. Struble","Production Programming by Reverse Curve Analysis",1968,"Corporate and Financial Models",""
"28",3694,881,6390,11758,"Lawrence T. Akutagawa","Telecommunications Earnings Estimation Model (TEEM)",1969,"Corporate and Financial Models",""
"29",3694,881,6388,11754,"Andrew J. Lipinski","A Dynamic Financial Model of a Utility",1969,"Corporate and Financial Models",""
"30",3694,881,6390,11757,"Wayne H. Wagner","Telecommunications Earnings Estimation Model (TEEM)",1969,"Corporate and Financial Models",""
"31",3694,881,6296,11628,"C.D. Carmichael","Production Programming by Reverse Curve Analysis",1968,"Corporate and Financial Models",""
"32",3694,881,6391,11760,"M. N. Bartakke","Financial Simulation Model for the Computer Business",1969,"Corporate and Financial Models",""
"33",3694,881,6390,11759,"Larry Cumeo","Telecommunications Earnings Estimation Model (TEEM)",1969,"Corporate and Financial Models",""
"34",3694,881,6298,11634,"D.W. Ross","Development and Application of a Simple Product Development and Marketing Strategy Model",1968,"Corporate and Financial Models",""
"35",3694,881,6409,11786,"P. H. S. Redwood","Simulation in a Decentralized Planning Environment",1970,"Corporate and Financial Models",""
"36",3694,881,6410,11788,"R. E. Theile","Market Expansion Policy Evaluation by Simulation",1970,"Corporate and Financial Models",""
"37",3694,881,6411,11754,"Andrew J. Lipinski","Modeling of Distant Futures",1970,"Corporate and Financial Models",""
"38",3694,881,6410,11789,"R. R. Klimpel","Market Expansion Policy Evaluation by Simulation",1970,"Corporate and Financial Models",""
"39",3694,881,6294,11625,"A.M. Economos","A Financial Simulation of a Proposed Computer Leasing Company",1968,"Corporate and Financial Models",""
"40",3694,881,6389,11756,"Lyman C. Dennis II","A Correlated Distribution Simulation Model for Capital Budgeting",1969,"Corporate and Financial Models",""
"41",3694,881,6408,11785,"Alan R. Beckenstein","A Simulation Study of the Size Distribution of Firms",1970,"Corporate and Financial Models",""
"42",3694,881,6391,11761,"H. B. Horton","Financial Simulation Model for the Computer Business",1969,"Corporate and Financial Models",""
"43",3694,877,7849,13819,"John A. White","Simulation: Pushing a Dead Mouse Through a Maze?",1987,"Keynote Address",""
"44",3694,881,6408,11691,"Thomas J. Schriber","A Simulation Study of the Size Distribution of Firms",1970,"Corporate and Financial Models",""
"45",3694,881,6298,11633,"A.J. Lipinski","Development and Application of a Simple Product Development and Marketing Strategy Model",1968,"Corporate and Financial Models",""
"46",3694,881,6297,11632,"R.V. Elicano","The Development of a State-Space Model of a Firm",1968,"Corporate and Financial Models",""
"47",3694,881,6298,11635,"D.M. Salmon","Development and Application of a Simple Product Development and Marketing Strategy Model",1968,"Corporate and Financial Models",""
"48",3694,881,6389,11755,"Charles L. Crabtree","A Correlated Distribution Simulation Model for Capital Budgeting",1969,"Corporate and Financial Models",""
"49",3694,882,6556,12024,"Fritz A. Callies","Simulation in the Design of Unit Carrier Materials Handling Systems",1973,"Transportation Models",""
"50",3694,882,6555,12022,"David W. Graff","Simulation Analysis of Marine Terminal Investments",1973,"Transportation Models",""
"51",3694,882,6556,12023,"W. Wayne Siesennop","Simulation in the Design of Unit Carrier Materials Handling Systems",1973,"Transportation Models",""
"52",3694,882,6300,11637,"Isadore L. Goldhirsh","SIGN - Simulation to Investigate Generalized Networks",1968,"Transportation Models",""
"53",3694,882,6301,11640,"J.W. Metsos","The CN Network Model",1968,"Transportation Models",""
"54",3694,882,6301,11639,"D.C. Lach","The CN Network Model",1968,"Transportation Models",""
"55",3694,879,6291,11619,"Philip J. Kiviat","Introduction to the SIMSCRIPT II Programming Language",1968,"New Language Developments",""
"56",3694,879,6290,11616,"Johan Dahl","Some Features of the SIMULA 67 Language",1968,"New Language Developments",""
"57",3694,882,6557,12028,"P. Wade Buckholts","A Generalized Model for Simulating Commodity Movements by Ship",1973,"Transportation Models",""
"58",3694,882,6556,12025,"Neal S. Campbell","Simulation in the Design of Unit Carrier Materials Handling Systems",1973,"Transportation Models",""
"59",3694,882,6301,11638,"R.D. Jones","The CN Network Model",1968,"Transportation Models",""
"60",3694,882,6557,12026,"John C. Rea","A Generalized Model for Simulating Commodity Movements by Ship",1973,"Transportation Models",""
"61",3694,882,6558,12029,"Frank P. Testa","Simulation of Garland, Texas Vehicular Traffic Using Current and Computed Optimal Traffic Settings",1973,"Transportation Models",""
"62",3694,882,6557,12027,"David C. Nowading","A Generalized Model for Simulating Commodity Movements by Ship",1973,"Transportation Models",""
"63",3694,881,6296,11629,"S.T. Ferguson","Production Programming by Reverse Curve Analysis",1968,"Corporate and Financial Models",""
"64",3694,883,6303,11642,"Richard K. Dumas","The Effects of Program Segmentation on Job Completion Times in a Multiprocessor Computing System",1968,"Computer System Models",""
"65",3694,883,6306,11612,"A.L. Frank","The Use of Simulation in the Design of Information Systems",1968,"Computer System Models",""
"66",3694,883,6307,11646,"R.J. Ceci","On-Line System Simulation",1968,"Computer System Models",""
"67",3694,883,6304,11643,"Leroy C. Sanders","A Monte Carlo Process for Determining Response Times for Tactical Systems",1968,"Computer System Models",""
"68",3694,883,6308,11648,"G.M. Herman","Approximations for Simulation Run-Time Reduction",1968,"Computer System Models",""
"69",3694,883,6307,11647,"G.W. Dangel","On-Line System Simulation",1968,"Computer System Models",""
"70",3694,883,6305,11644,"J.M. Jenkins","Uses of Simulation in the Design of Large Scale Information Systems",1968,"Computer System Models",""
"71",3694,883,6305,11645,"R.G. Maher","Uses of Simulation in the Design of Large Scale Information Systems",1968,"Computer System Models",""
"72",3694,884,6311,11651,"John Quackenbush","Inspection Department Manpower Planning Using Simulation Models",1968,"Manufacturing Applications I",""
"73",3694,884,6309,11649,"Manohar L. Athavale","Manufacturing Lead Time Determination by GPSS Simulation",1968,"Manufacturing Applications I",""
"74",3694,884,6310,11650,"Gastone Chingari","A Generalized Methodology for Computer Simulation of Numerically Controlled Production Systems",1968,"Manufacturing Applications I",""
"75",3694,884,6312,11652,"Philip Hicks","Estimation of Manpower Forecast Variation by GPSS",1968,"Manufacturing Applications I",""
"76",3694,885,6315,11655,"P. Dulchinos","Simulating the Operation of a Logistics System",1968,"Reliability and Maintainability Models",""
"77",3694,885,6313,11653,"Jerry L. Hooley","Iterative Computer Simulation as an Aid to System Design and Cost Effectiveness Analysis",1968,"Reliability and Maintainability Models",""
"78",3694,885,6314,11654,"J.L. Johnson","Evaluation of On-Board In-Flight Checkout on Military Aircraft",1968,"Reliability and Maintainability Models",""
"79",3694,885,6315,11656,"J. Hill","Simulating the Operation of a Logistics System",1968,"Reliability and Maintainability Models",""
"80",3694,886,6625,12147,"S. H. Zanakis","Reliability of a Chemical Process System: A Simulation Approach",1974,"Manufacturing Applications II",""
"81",3694,886,6626,12149,"Thomas J. Corcoran","A GPSS Planning Model for Large Scale Strip Harvesting",1974,"Manufacturing Applications II",""
"82",3694,886,6627,12150,"Joseph Roge Amyot","Reduction of the Order of a Nonlinear System",1974,"Manufacturing Applications II",""
"83",3694,886,6628,12151,"Dennis Edwards Kroll","PROSIM W: A Production System Simulator",1974,"Manufacturing Applications II",""
"84",3694,886,6318,11660,"R.C. Pasternak","CORSIM - A Dynamic Assembly Line Simulation",1968,"Manufacturing Applications II",""
"85",3694,886,6316,11658,"Paul R. Becker","Simulation Key Unlocks Problems of Reducing In-Process Inventory and Improving Manufacturing Flow",1968,"Manufacturing Applications II",""
"86",3694,886,6316,11657,"W. Daniel Nilsson","Simulation Key Unlocks Problems of Reducing In-Process Inventory and Improving Manufacturing Flow",1968,"Manufacturing Applications II",""
"87",3694,886,6625,12146,"J. C. Thomas","Reliability of a Chemical Process System: A Simulation Approach",1974,"Manufacturing Applications II",""
"88",3694,886,6317,11659,"Donald E. Pearson","Simulation of a Multi-Stage Manufacturing Process",1968,"Manufacturing Applications II",""
"89",3694,886,6626,12148,"Richard A. Sammis","A GPSS Planning Model for Large Scale Strip Harvesting",1974,"Manufacturing Applications II",""
"90",3694,887,6319,11661,"Thomas E. Bell","GAPSS (Graphical Analysis Procedures for System Simulation)",1968,"Graphics and GPSS Modifications",""
"91",3694,887,6320,11663,"Julian Reitman","GPSS/360 - NORDEN, a Partial Conversational GPSS",1968,"Graphics and GPSS Modifications",""
"92",3694,887,6322,11665,"J.W. Walton","GPSS Extended Capabilities and Modifications",1968,"Graphics and GPSS Modifications",""
"93",3694,887,6321,11664,"M.E. Stephenson","Graphic Simulation with GPSS",1968,"Graphics and GPSS Modifications",""
"94",3694,887,6322,11666,"L.W. Terry","GPSS Extended Capabilities and Modifications",1968,"Graphics and GPSS Modifications",""
"95",3694,882,6299,11636,"Donald Ingerman","Simulation of a Railed Automated Highway",1968,"Transportation Models",""
"96",3694,882,6302,11641,"Lowell C. Jerpe","Fortran Simulation of an Oil Tanker Fleet",1968,"Transportation Models",""
"97",3694,888,6324,11669,"Roger C. Joyner","Computer Simulation of Concept Learning by Individuals in a Minimum Social Situation",1968,"Simulation of Human Behavior",""
"98",3694,888,6326,11672,"Robert W. Snelsire","Computer Learning Through Association",1968,"Simulation of Human Behavior",""
"99",3694,888,6327,11674,"W.D. Rowe","A Model of Bureaucratic Growth Using GPSS",1968,"Simulation of Human Behavior",""
"100",3694,888,6325,11670,"Ira E. Robinson","The Simulation of Human Systems",1968,"Simulation of Human Behavior",""
"101",3694,888,6325,11671,"David F. Foster","The Simulation of Human Systems",1968,"Simulation of Human Behavior",""
"102",3694,888,6323,11667,"T.W. Carroll","Two Models of Innovation Diffusion",1968,"Simulation of Human Behavior",""
"103",3694,882,6558,12030,"Mark Handelman","Simulation of Garland, Texas Vehicular Traffic Using Current and Computed Optimal Traffic Settings",1973,"Transportation Models",""
"104",3694,889,6329,11676,"Martin Pfaff","Experiments on an Adaptive Computer Model of a Distribution Channel",1968,"Distribution Systems",""
"105",3694,889,6328,11675,"John C. Loose","Distribution of Cryogenic Liquids in a Multi-Plant System",1968,"Distribution Systems",""
"106",3694,889,6330,11677,"J.E. Peterson","Generalized GPSS Model for Grain Terminal Elevators",1968,"Distribution Systems",""
"107",3694,890,6333,11622,"W.V. Neisius","The Minuteman Communication Network Simulator",1968,"Communication Systems",""
"108",3694,890,6333,11623,"E.D. Katz","The Minuteman Communication Network Simulator",1968,"Communication Systems",""
"109",3694,890,6331,11679,"Ch. Grandjean","Application of GPSS to the Simulation of Telephone Systems",1968,"Communication Systems",""
"110",3694,890,6332,11680,"David L. Bussard","Communication Network Design Using Message Flow Simulation",1968,"Communication Systems",""
"111",3694,890,6331,11678,"R. Bernard","Application of GPSS to the Simulation of Telephone Systems",1968,"Communication Systems",""
"112",3694,891,6334,11681,"Edward R. Broad Jr.","Simulation of a Rapid-Exit Industrial Parking Structure",1968,"Urban Systems",""
"113",3694,891,6336,11684,"Gilbet R. Gordon","A Simulation Model of New York City Police Department's Response System",1968,"Urban Systems",""
"114",3694,891,6336,11683,"Julius Surkis","A Simulation Model of New York City Police Department's Response System",1968,"Urban Systems",""
"115",3694,891,6336,11685,"Norbert Hauser","A Simulation Model of New York City Police Department's Response System",1968,"Urban Systems",""
"116",3694,891,6335,11682,"P. Le Bourgeois","Simulation Study of a Series of Synchronized Intersections",1968,"Urban Systems",""
"117",3694,892,6337,11686,"J.A. Bubenko Jr.","Simulating a ""Management Game"" with Programmed Decisions",1968,"Gaming Models",""
"118",3694,892,6338,11687,"A.T. Mollegen Jr.","On the Optimum Structure for War-Game Simulations",1968,"Gaming Models",""
"119",3694,892,6339,11688,"Eugene Telep","Cost-Effectiveness Analysis of Certain Air to Surface Missile Systems",1968,"Gaming Models",""
"120",3694,893,6342,11692,"S. Yagil","Simulation of Computer Program Distribution",1968,"Job Shop Models",""
"121",3694,893,6341,11691,"Thomas J. Schriber","Application of GPSS/360 to Job Shop Scheduling",1968,"Job Shop Models",""
"122",3694,893,6341,11690,"Ronald A. Schwarz","Application of GPSS/360 to Job Shop Scheduling",1968,"Job Shop Models",""
"123",3694,893,6343,11693,"Ronald G. Pettit","Job Shop Type Production Scheduling by Simulation",1968,"Job Shop Models",""
"124",3694,893,6340,11689,"Tasker Generes","Job Shop Heuristics and Statistical Inference in a Taxicab Simulation",1968,"Job Shop Models",""
"125",3694,894,6344,11695,"Frank Pfaff","The Simulation of Petroleum Tank Wagon Loading Rack Operation",1968,"Material Handling Models",""
"126",3694,894,6345,11696,"Philip D. Drew","Cyberail Simulation",1968,"Material Handling Models",""
"127",3694,894,6347,11700,"Roger C. Stuebing","Monte Carlo Simulation of Full Case Conveying Systems",1968,"Material Handling Models",""
"128",3694,894,6346,11699,"Richard W. Garrett","Simulating Warehouse Layout Patterns in Order to Improve Cube Utilization",1968,"Material Handling Models",""
"129",3694,894,6345,11697,"Stephen Swerling","Cyberail Simulation",1968,"Material Handling Models",""
"130",3694,894,6344,11694,"Jerry Babbin","The Simulation of Petroleum Tank Wagon Loading Rack Operation",1968,"Material Handling Models",""
"131",3694,894,6348,11701,"Gerda Woxen","Simulation as an Estimating Tool",1968,"Material Handling Models",""
"132",3694,894,6345,11698,"Allen B. Fonda","Cyberail Simulation",1968,"Material Handling Models",""
"133",3694,895,6350,11704,"Leo J. Cohen","S3, The System and Software Simulator",1968,"Language for Modeling Computer Systems",""
"134",3694,895,6351,11705,"William C. Thompson","The Application of Simulation in Computer System Design and Optimization",1968,"Language for Modeling Computer Systems",""
"135",3694,895,6353,11707,"Dale I. Rummer","Fortran Simulation of Digital Logic",1968,"Language for Modeling Computer Systems",""
"136",3694,888,6323,11668,"Gerhard J. Hanneman","Two Models of Innovation Diffusion",1968,"Simulation of Human Behavior",""
"137",3694,895,6349,11703,"E.C. Russell","Modelling and Scheduling of Computer Programs for Parallel Processing Systems",1968,"Language for Modeling Computer Systems",""
"138",3694,895,6352,11706,"M.J. Kelly","Variable Mesh Simulator",1968,"Language for Modeling Computer Systems",""
"139",3694,896,6357,11711,"Jack B. Levine","Application of the CAMPUS Simulation Models to the Major Planning Decisions of a Large University",1968,"Facility Planning Models",""
"140",3694,896,6354,11708,"Bill H. Easter","An Energy Storage System",1968,"Facility Planning Models",""
"141",3694,896,6355,11709,"Kevin D. Reilly","Digital Computer Simulation Studies - Studies of Information Networks",1968,"Facility Planning Models",""
"142",3694,896,6356,11710,"D.W. Sifferd","A Simulation Model for Strip Mining",1968,"Facility Planning Models",""
"143",3694,897,6361,11716,"Keith P. Tognetti","A Discrete Bio Simulation - The Population Regulation of Turtles",1968,"Simulation and Ecology",""
"144",3694,897,6358,11713,"J.S. Armstrong","Summer Grazing",1968,"Simulation and Ecology",""
"145",3694,897,6358,11712,"J.R. Donnelly","Summer Grazing",1968,"Simulation and Ecology",""
"146",3694,897,6360,11715,"Christopher J. Green","Modeling a Weather Environment",1968,"Simulation and Ecology",""
"147",3694,897,6362,11713,"J.S. Armstrong","Vegetation-Environment Interactions",1968,"Simulation and Ecology",""
"148",3694,897,6359,11714,"Norman R. Glass","Use of a Computer Model to Determine Energy Requirements of a Predatory Fish, The Largemouth Black Bass (Micropterus salmoides)",1968,"Simulation and Ecology",""
"149",3694,898,6365,11723,"Harry C. Page","SOLPASS - A Simulation Oriented Language Programming and Simulation System",1969,"Simulation Languages",""
"150",3694,898,6443,11840,"Donald W. Kosy","Experience with the Extendable Computer System Simulator",1970,"Simulation Languages",""
"151",3694,898,6364,11719,"E. G. Hurst  Jr.","PA3 - A General Purpose, Time-Shared Problem Analysis Language",1969,"Simulation Languages",""
"152",3694,898,6446,11663,"Julian Reitman","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"153",3694,898,6446,11843,"Jerry Katzke","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"154",3694,898,6365,11722,"Donald J. Miller","SOLPASS - A Simulation Oriented Language Programming and Simulation System",1969,"Simulation Languages",""
"155",3694,898,6444,11841,"Paul F. Roth","The BOSS Simulator - An Introduction",1970,"Simulation Languages",""
"156",3694,898,6446,11846,"Burton Smith","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"157",3694,898,6365,11721,"Horst E. Ulfers","SOLPASS - A Simulation Oriented Language Programming and Simulation System",1969,"Simulation Languages",""
"158",3694,898,6608,12116,"Robert E. Young","GASPL/1: A PL/1 Based Simulation Language",1974,"Simulation Languages",""
"159",3694,898,6607,12115,"Robert T. Burger","AUTASIM: A System for Computerred Assembly for Simulation Models",1974,"Simulation Languages",""
"160",3694,898,6365,11720,"James Armstrong","SOLPASS - A Simulation Oriented Language Programming and Simulation System",1969,"Simulation Languages",""
"161",3694,898,6445,11842,"Charles W. Turk","Incremental Modeling in the Forward Direction",1970,"Simulation Languages",""
"162",3694,898,6446,11636,"Donald Ingerman","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"163",3694,898,6446,11845,"Kenneth Simon","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"164",3694,898,6364,11718,"D. G. Ebeling","PA3 - A General Purpose, Time-Shared Problem Analysis Language",1969,"Simulation Languages",""
"165",3694,898,6446,11844,"Jon Shapiro","A Complete Interactive Simulation Environment GPSS/360-Norden",1970,"Simulation Languages",""
"166",3694,898,6608,11929,"A. Alan B. Pritsker","GASPL/1: A PL/1 Based Simulation Language",1974,"Simulation Languages",""
"167",3694,898,6606,12114,"John W. Rettenmayer","SIMPL/1: A Simulation Programming Language",1974,"Simulation Languages",""
"168",3694,898,6363,11717,"David G. Wearner","QUICKSIM - A Block Structured Simulation Language Written in SIMSCRIPT",1969,"Simulation Languages",""
"169",3694,899,6429,11818,"John M. Burt  Jr.","Monte Carlo Techniques for Stochastic Network Analysis",1970,"Simulation Analysis",""
"170",3694,899,6367,11661,"Thomas E. Bell","Computer Graphics for Simulation Problem-Solving",1969,"Simulation Analysis",""
"171",3694,899,6366,11724,"Donald P. Gaver  Jr.","Statistical Methods for Improving Simulation Efficiency",1969,"Simulation Analysis",""
"172",3694,899,6428,11817,"Dietrich Fischer","The Direct Simulation Method - An Alternative to the Monte Carlo Method",1970,"Simulation Analysis",""
"173",3694,899,6429,11819,"Mark B. Garman","Monte Carlo Techniques for Stochastic Network Analysis",1970,"Simulation Analysis",""
"174",3694,899,6430,11741,"G. Arthur Mihram","An Efficient Procedure for Locating the Optimal Simular Response",1970,"Simulation Analysis",""
"175",3694,899,6427,11816,"Joseph L. Balintfy","Stochastic Sensitivity Analysis of Linear Programs by Simulation Techniques",1970,"Simulation Analysis",""
"176",3694,895,6349,11702,"J.L. Baer","Modelling and Scheduling of Computer Programs for Parallel Processing Systems",1968,"Language for Modeling Computer Systems",""
"177",3694,900,8083,14046,"Yoshiyuki Nakagawa","Steel Product Transportation and Storage Simulation: A Combined Simulation/Optimization Approach",1988,"Manufacturing Applications",""
"178",3694,900,8086,14052,"Jeffery K. Cochran","A Preliminary Group Technology Classification Scheme for Manufacturing Simulation Models",1988,"Manufacturing Applications",""
"179",3694,959,6723,12297,"J. Gerry Purdy","A Computer System to Quantify Exercise on a Mass Basis",1975,"Biomedical Simulation 1",""
"180",3694,959,6726,12303,"Alfred L. Ochs","Simulation of Abnormal Eye Movements in Cerebellar Disease",1975,"Biomedical Simulation 1",""
"181",3694,900,8090,13271,"Jerry Banks","A Forum on Selecting Simulation/Animation Software for Manufacturing (Panel)",1988,"Manufacturing Applications",""
"182",3694,900,8088,14054,"Karen A. Pitts","Discrete-Event Simulation of Wafer Fabrication Facility",1988,"Manufacturing Applications",""
"183",3694,900,8085,13897,"Kenneth R. Anderson","Rapid modeling: Implications for business planning",1988,"Manufacturing Applications",""
"184",3694,900,8090,12441,"Averill M. Law","A Forum on Selecting Simulation/Animation Software for Manufacturing (Panel)",1988,"Manufacturing Applications",""
"185",3694,900,8085,13591,"Gregory W. Diehl","Rapid modeling: Implications for business planning",1988,"Manufacturing Applications",""
"186",3694,900,8084,14049,"Akif Asil Bulgak","Integrating a Modified Simulated Annealing Algorithm with the Simulation of a Manufacturing System to Optimize Buffer Sizes in Automatic Assembly Systems",1988,"Manufacturing Applications",""
"187",3694,900,6369,11727,"A. Bendazzi","A Generalized Manufacturing Line Simulator System for Production, Equipment, and Manpower Planning",1969,"Manufacturing Applications",""
"188",3694,900,8090,14056,"Cindy L. Morey","A Forum on Selecting Simulation/Animation Software for Manufacturing (Panel)",1988,"Manufacturing Applications",""
"189",3694,961,6733,12301,"R. D. Benham","Simulation of Nerve Cell Kinetics Using Interactive Simulation Language",1975,"Biomedical Simulation 2",""
"190",3694,961,6733,12313,"Daniel K. Hartline","Simulation of Nerve Cell Kinetics Using Interactive Simulation Language",1975,"Biomedical Simulation 2",""
"191",3694,961,6736,12318,"J. W. B. Mates","Interacting Neural Networks on a Cortical Surface",1975,"Biomedical Simulation 2",""
"192",3694,961,6734,12315,"Charles J. Kowalski","Techniques for Simulating Craniofacial Change",1975,"Biomedical Simulation 2",""
"193",3694,961,6735,12316,"M. Kim","A Discrete Representation of DNA Distribution and Observability for Identification of Cancer Cell Cycle Kinetics",1975,"Biomedical Simulation 2",""
"194",3694,961,6734,12314,"Geoffrey F. Walker","Techniques for Simulating Craniofacial Change",1975,"Biomedical Simulation 2",""
"195",3694,961,6736,12319,"J. M. Horowitz","Interacting Neural Networks on a Cortical Surface",1975,"Biomedical Simulation 2",""
"196",3694,900,8084,14050,"Jerry L. Sanders","Integrating a Modified Simulated Annealing Algorithm with the Simulation of a Manufacturing System to Optimize Buffer Sizes in Automatic Assembly Systems",1988,"Manufacturing Applications",""
"197",3694,962,6737,12320,"Ray W. Schooley","Simulation in the Design of a Corn Syrup Refinery",1975,"Combined Discrete/Continous Simulation",""
"198",3694,962,6740,12324,"E. A. Nagy","Intermodal Transshipment Facility Simulation - A Case Study",1975,"Combined Discrete/Continous Simulation",""
"199",3694,900,8086,13100,"Gerald T. Mackulak","A Preliminary Group Technology Classification Scheme for Manufacturing Simulation Models",1988,"Manufacturing Applications",""
"200",3694,962,6739,12322,"R. Green","AN-TCC-39 Circuit Switch Simulation",1975,"Combined Discrete/Continous Simulation",""
"201",3694,963,6743,12329,"Robert W. Brobst","Effective Representation of Non-Normal Factor Variability in Risk Analysis Simulation: A Comparative Study",1975,"Managerial Applications",""
"202",3694,900,8087,13477,"Catherine M. Harmonosky","Simulation in a CIM Environment: Structure for Analysis and Real-Time Control",1988,"Manufacturing Applications",""
"203",3694,900,8087,14053,"Dean C. Barrick","Simulation in a CIM Environment: Structure for Analysis and Real-Time Control",1988,"Manufacturing Applications",""
"204",3694,963,6743,12175,"Francis J. Brewerton","Effective Representation of Non-Normal Factor Variability in Risk Analysis Simulation: A Comparative Study",1975,"Managerial Applications",""
"205",3694,963,6742,12328,"James W. Kho","Modeling an Inventory Control Simulation: The Application of a Protocol Methodology",1975,"Managerial Applications",""
"206",3694,963,6742,12327,"Donald G. McGregor","Modeling an Inventory Control Simulation: The Application of a Protocol Methodology",1975,"Managerial Applications",""
"207",3694,963,6741,12325,"R. E. Buten","Optimization of a Corporate Phone System via Computer Control",1975,"Managerial Applications",""
"208",3694,964,6745,12335,"B. L. Capehart","A Computer Simulation of the Invasion of the Exotic Tree Species Melaleuca Quinquenervia in South Florida",1975,"Environmental Systems",""
"209",3694,964,6744,12331,"L. G. Brown","A Simulation of Field Populations of Insects (Heliothis in Cotton)",1975,"Environmental Systems",""
"210",3694,964,6744,12332,"F. A. Harris","A Simulation of Field Populations of Insects (Heliothis in Cotton)",1975,"Environmental Systems",""
"211",3694,964,6745,12336,"J. J. Ewel","A Computer Simulation of the Invasion of the Exotic Tree Species Melaleuca Quinquenervia in South Florida",1975,"Environmental Systems",""
"212",3694,964,6744,12330,"M. W. Parker","A Simulation of Field Populations of Insects (Heliothis in Cotton)",1975,"Environmental Systems",""
"213",3694,964,6746,12338,"Sayeed Hasan","A Practical Methodology for River Quality Simulation through the Stage-Wise Generation of Transition Function",1975,"Environmental Systems",""
"214",3694,900,8086,14051,"Nur E. Ozdemirel","A Preliminary Group Technology Classification Scheme for Manufacturing Simulation Models",1988,"Manufacturing Applications",""
"215",3694,964,6746,12256,"Chia Shun Shih","A Practical Methodology for River Quality Simulation through the Stage-Wise Generation of Transition Function",1975,"Environmental Systems",""
"216",3694,959,6726,12305,"John B. Selhorst","Simulation of Abnormal Eye Movements in Cerebellar Disease",1975,"Biomedical Simulation 1",""
"217",3694,964,6745,12334,"Barry R. Sedlik","A Computer Simulation of the Invasion of the Exotic Tree Species Melaleuca Quinquenervia in South Florida",1975,"Environmental Systems",""
"218",3694,964,6748,12340,"Hiram W. Li","The Use of Computer Simulation Games in the Training of Applied Ecologists",1975,"Environmental Systems",""
"219",3694,900,8089,14055,"William H. Moll","JIT, Truck Docks, and Simulation",1988,"Manufacturing Applications",""
