Simulation of Human Behavior,,Two Models of Innovation Diffusion,1968,Gerhard J. Hanneman
Simulation of Human Behavior,,Computer Simulation of Concept Learning by Individuals in a Minimum Social Situation,1968,Roger C. Joyner
Simulation of Human Behavior,,The Simulation of Human Systems,1968,Ira E. Robinson
Simulation of Human Behavior,,The Simulation of Human Systems,1968,David F. Foster
Simulation of Human Behavior,,Computer Learning Through Association,1968,Robert W. Snelsire
Simulation of Human Behavior,,Computer Learning Through Association,1968,Robert P. Roesser
Simulation of Human Behavior,,A Model of Bureaucratic Growth Using GPSS,1968,W.D. Rowe
Distribution Systems,,Distribution of Cryogenic Liquids in a Multi-Plant System,1968,John C. Loose
Distribution Systems,,Experiments on an Adaptive Computer Model of a Distribution Channel,1968,Martin Pfaff
Distribution Systems,,Generalized GPSS Model for Grain Terminal Elevators,1968,J.E. Peterson
Communication Systems,,Application of GPSS to the Simulation of Telephone Systems,1968,R. Bernard
Communication Systems,,Application of GPSS to the Simulation of Telephone Systems,1968,Ch. Grandjean
Communication Systems,,Communication Network Design Using Message Flow Simulation,1968,David L. Bussard
Communication Systems,,The Minuteman Communication Network Simulator,1968,W.V. Neisius
Communication Systems,,The Minuteman Communication Network Simulator,1968,E.D. Katz
Urban Systems,,Simulation of a Rapid-Exit Industrial Parking Structure,1968,Edward R. Broad Jr.
Urban Systems,,Simulation Study of a Series of Synchronized Intersections,1968,P. Le Bourgeois
Urban Systems,,A Simulation Model of New York City Police Department's Response System,1968,Julius Surkis
Urban Systems,,A Simulation Model of New York City Police Department's Response System,1968,Gilbet R. Gordon
Urban Systems,,A Simulation Model of New York City Police Department's Response System,1968,Norbert Hauser
Gaming Models,,"Simulating a ""Management Game"" with Programmed Decisions",1968,J.A. Bubenko Jr.
Gaming Models,,On the Optimum Structure for War-Game Simulations,1968,A.T. Mollegen Jr.
Gaming Models,,Cost-Effectiveness Analysis of Certain Air to Surface Missile Systems,1968,Eugene Telep
Job Shop Models,,Job Shop Heuristics and Statistical Inference in a Taxicab Simulation,1968,Tasker Generes
Job Shop Models,,Application of GPSS/360 to Job Shop Scheduling,1968,Ronald A. Schwarz
Job Shop Models,,Application of GPSS/360 to Job Shop Scheduling,1968,Thomas J. Schriber
Job Shop Models,,Simulation of Computer Program Distribution,1968,S. Yagil
Job Shop Models,,Job Shop Type Production Scheduling by Simulation,1968,Ronald G. Pettit
Material Handling Models,,The Simulation of Petroleum Tank Wagon Loading Rack Operation,1968,Jerry Babbin
Material Handling Models,,The Simulation of Petroleum Tank Wagon Loading Rack Operation,1968,Frank Pfaff
Material Handling Models,,Cyberail Simulation,1968,Philip D. Drew
Material Handling Models,,Cyberail Simulation,1968,Stephen Swerling
Material Handling Models,,Cyberail Simulation,1968,Allen B. Fonda
Material Handling Models,,Simulating Warehouse Layout Patterns in Order to Improve Cube Utilization,1968,Richard W. Garrett
Material Handling Models,,Monte Carlo Simulation of Full Case Conveying Systems,1968,Roger C. Stuebing
Material Handling Models,,Simulation as an Estimating Tool,1968,Gerda Woxen
Language for Modeling Computer Systems,,Modelling and Scheduling of Computer Programs for Parallel Processing Systems,1968,J.L. Baer
Language for Modeling Computer Systems,,Modelling and Scheduling of Computer Programs for Parallel Processing Systems,1968,E.C. Russell
Language for Modeling Computer Systems,,"S3, The System and Software Simulator",1968,Leo J. Cohen
Language for Modeling Computer Systems,,The Application of Simulation in Computer System Design and Optimization,1968,William C. Thompson
Language for Modeling Computer Systems,,Variable Mesh Simulator,1968,M.J. Kelly
Language for Modeling Computer Systems,,Fortran Simulation of Digital Logic,1968,Dale I. Rummer
Facility Planning Models,,An Energy Storage System,1968,Bill H. Easter
Facility Planning Models,,Digital Computer Simulation Studies - Studies of Information Networks,1968,Kevin D. Reilly
Facility Planning Models,,A Simulation Model for Strip Mining,1968,D.W. Sifferd
Facility Planning Models,,Application of the CAMPUS Simulation Models to the Major Planning Decisions of a Large University,1968,Jack B. Levine
Simulation and Ecology,,Summer Grazing,1968,J.R. Donnelly
Simulation and Ecology,,Summer Grazing,1968,J.S. Armstrong
Simulation and Ecology,,"Use of a Computer Model to Determine Energy Requirements of a Predatory Fish, The Largemouth Black Bass (Micropterus salmoides)",1968,Norman R. Glass
Simulation and Ecology,,Modeling a Weather Environment,1968,Christopher J. Green
Simulation and Ecology,,A Discrete Bio Simulation - The Population Regulation of Turtles,1968,Keith P. Tognetti
Simulation and Ecology,,Vegetation-Environment Interactions,1968,J.S. Armstrong
Simulation Languages,,QUICKSIM - A Block Structured Simulation Language Written in SIMSCRIPT,1969,David G. Wearner
Simulation Languages,,"PA3 - A General Purpose, Time-Shared Problem Analysis Language",1969,D. G. Ebeling
Simulation Languages,,"PA3 - A General Purpose, Time-Shared Problem Analysis Language",1969,E. G. Hurst  Jr.
Simulation Languages,,SOLPASS - A Simulation Oriented Language Programming and Simulation System,1969,James Armstrong
Simulation Languages,,SOLPASS - A Simulation Oriented Language Programming and Simulation System,1969,Horst E. Ulfers
Simulation Languages,,SOLPASS - A Simulation Oriented Language Programming and Simulation System,1969,Donald J. Miller
Simulation Languages,,SOLPASS - A Simulation Oriented Language Programming and Simulation System,1969,Harry C. Page
Simulation Analysis,,Statistical Methods for Improving Simulation Efficiency,1969,Donald P. Gaver  Jr.
Simulation Analysis,,Computer Graphics for Simulation Problem-Solving,1969,Thomas E. Bell
Manufacturing Applications,,PROSIM V - A Production System Simulator,1969,Joe H. Mize
Manufacturing Applications,,"A Generalized Manufacturing Line Simulator System for Production, Equipment, and Manpower Planning",1969,G. V. Raju
Manufacturing Applications,,"A Generalized Manufacturing Line Simulator System for Production, Equipment, and Manpower Planning",1969,A. Bendazzi
Manufacturing Applications,,Equipment Maintenance Studies Using a Combination of Discrete Event and Continuous System Simulation,1969,Harold G. Hixson
Manufacturing Applications,,Production Control System for a Product Line with Diverse Demand Patterns,1969,Aharon Gavriel Beged-Dov
Manufacturing Applications,,Simulation of Plant Operations: A Critical Evaluation,1969,Richard J. Swersey
Computer Systems,,The Effects of Input/Output Activity on the Average Instruction Execution Time of a Real-Time Computer System,1969,Salvatore C. Catania
Computer Systems,,ECSS: An Extendable Computer System Simulator,1969,Norman R. Nielson
Computer Systems,,Calibrating the Simulation Model of the IBM System/ 360 Time Sharing System,1969,P. E. Barker
Computer Systems,,Calibrating the Simulation Model of the IBM System/ 360 Time Sharing System,1969,H. K. Watson
Computer Systems,,Simulation of the Time-Varying Load on Future Remote Access Immediate-Response Computer Systems,1969,H. A. Anderson Jr.
Transportation Systems,,GPSS Simulation for Aircraft Capacity and Facilities Expansion Analysis,1969,Charles A. Willis
Transportation Systems,,Simulation of a Computer Aided Routing System (CARS),1969,N. H. M. Wilson
Transportation Systems,,Simulation of a Computer Aided Routing System (CARS),1969,J. M. Sussman
Transportation Systems,,Simulation of a Computer Aided Routing System (CARS),1969,L. A. Goodman
Transportation Systems,,Simulation of a Computer Aided Routing System (CARS),1969,B. T. Higonnet
Transportation Systems,,A Stochastic Simulation of the Strategic Airlift System,1969,G. Arthur Mihram
Transportation Systems,,A Stochastic Simulation of the Strategic Airlift System,1969,Richard L. Nolan
Transportation Systems,,Association of American Railroads Network Model,1969,W. K. Minger
Transportation Systems,,Association of American Railroads Network Model,1969,J. N. Cetinich
Materials Handling,,An Order Picking and Shipping Model,1969,Lawrence W. Hillman
Materials Handling,,Simulation of the Operation of the Coal Supply System at a 2000 MW Generating Station,1969,R. D. Walkley
Materials Handling,,Simulation of the Operation of the Coal Supply System at a 2000 MW Generating Station,1969,N. D. Hutson
Materials Handling,,Simulation Models for Evaluation of Airport Baggage-Handling Systems,1969,Gerald L. Robinson
Materials Handling,,Coal Mine Belt System Design Simulation,1969,James E. Juckett
Health Services,,Simulation Study of a Hospital Command System,1969,Stephen A. Levine
Health Services,,The Simulation of a Hospital Patient Treatment System,1969,Henry R. Grooms
Health Services,,The Simulation of a Hospital Patient Treatment System,1969,Tung Au
Health Services,,A Simulation Study of a Multi-Channel Queueing System in the Hospital Environment,1969,Robert H. Holland
Corporate and Financial Models,,A Dynamic Financial Model of a Utility,1969,Andrew J. Lipinski
Corporate and Financial Models,,A Correlated Distribution Simulation Model for Capital Budgeting,1969,Charles L. Crabtree
Corporate and Financial Models,,A Correlated Distribution Simulation Model for Capital Budgeting,1969,Lyman C. Dennis II
Corporate and Financial Models,,Telecommunications Earnings Estimation Model (TEEM),1969,Wayne H. Wagner
Corporate and Financial Models,,Telecommunications Earnings Estimation Model (TEEM),1969,Lawrence T. Akutagawa
Corporate and Financial Models,,Telecommunications Earnings Estimation Model (TEEM),1969,Larry Cumeo
Corporate and Financial Models,,Financial Simulation Model for the Computer Business,1969,M. N. Bartakke
Corporate and Financial Models,,Financial Simulation Model for the Computer Business,1969,H. B. Horton
Job Shop Scheduling,,Determination of Criticality Indices in the PERT Problem,1969,Guillermo Ponce-Campos
Job Shop Scheduling,,Determination of Criticality Indices in the PERT Problem,1969,Thomas J. Schriber
Job Shop Scheduling,,Simulating Scheduling Plans,1969,C. E. Montagnon
Job Shop Scheduling,,Job Shop Scheduling by Means of Simulation and an Optimum-Seeking Search,1969,James C. Emery
Job Shop Scheduling,,The Current State of Research in Job Shop Scheduling,1969,Carter L. Franklin II
Urban/Social Systems,,MASS - A Mail Service Simulation,1969,Paul L. Tuan
Urban/Social Systems,,MASS - A Mail Service Simulation,1969,David S. Nee
Urban/Social Systems,,HAWSIM Simulation of Social Services,1969,Bryand A. Bremner
Urban/Social Systems,,HAWSIM Simulation of Social Services,1969,William F. Eicker
Urban/Social Systems,,An Adaptive Computer Model of the Adoption of Electricity in a Village Community,1969,Martin Pfaff
Urban/Social Systems,,An Adaptive Computer Model of the Adoption of Electricity in a Village Community,1969,C. G. Jambotkar
Data Base/Communications,,A General Simulation Model for Information Systems: A Report on a Modelling Concept,1969,A. L. Buchanan
Data Base/Communications,,A General Simulation Model for Information Systems: A Report on a Modelling Concept,1969,R. B. Waina
Data Base/Communications,,A Model of Safeway's Control System,1969,John Ryder
Data Base/Communications,,A General Simulation Model of an On-Line Telephone Directory Assistance Information Retrieval System,1969,W. A. Hall
Inventory Systems,,Simulation Systems for Logistics Support Planning,1969,Donald F. Blumberg
Inventory Systems,,GASP II Simulation of Parts Inventory for Electronic Fuze Production,1969,Clifford C. Petersen
Inventory Systems,,Simulation of an Aircraft Container System,1969,David M. Grant
Engineering Models,,Discrete Simulation Applied to Mars Lander,1969,Edward M. Morgan
Engineering Models,,Discrete Simulation Applied to Mars Lander,1969,Jon I. Fellers
Engineering Models,,"A Mathematical Model of a Crankcase Scavenged, Two-Stroke, Spark Ignited Engine and Comparisons with Experimental Data",1969,Richard R. Booy
Engineering Models,,"A Mathematical Model of a Crankcase Scavenged, Two-Stroke, Spark Ignited Engine and Comparisons with Experimental Data",1969,Robert B. Krieger
Engineering Models,,"A Mathematical Model of a Crankcase Scavenged, Two-Stroke, Spark Ignited Engine and Comparisons with Experimental Data",1969,P. S. Myers
Engineering Models,,"A Mathematical Model of a Crankcase Scavenged, Two-Stroke, Spark Ignited Engine and Comparisons with Experimental Data",1969,O. A. Uyehara
Engineering Models,,Saturn V Prelaunch Systems Simulation Model For a Launch Opportunity Containing Multiple Launch Windows,1969,Bernard J. Schroer
Corporate and Financial Models,,A Simulation Study of the Size Distribution of Firms,1970,Alan R. Beckenstein
Corporate and Financial Models,,A Simulation Study of the Size Distribution of Firms,1970,Thomas J. Schriber
Corporate and Financial Models,,Simulation in a Decentralized Planning Environment,1970,P. H. S. Redwood
Corporate and Financial Models,,Simulation in a Decentralized Planning Environment,1970,J. J. Schengili
Corporate and Financial Models,,Market Expansion Policy Evaluation by Simulation,1970,R. E. Theile
Corporate and Financial Models,,Market Expansion Policy Evaluation by Simulation,1970,R. R. Klimpel
Corporate and Financial Models,,Modeling of Distant Futures,1970,Andrew J. Lipinski
Transportation Systems,,A Simulation Approach to Transportation Modal Split Analysis,1970,William K. Clarkson
Transportation Systems,,A Simulation Approach to Transportation Modal Split Analysis,1970,Jon R. Buyan
Transportation Systems,,Detailed Simulation of Military Aircraft Operations and Logistics,1970,J. H. Keeney
Transportation Systems,,Applying Simulation Techniques to an Air Traffic Control Study,1970,Richard C. Baxter
Transportation Systems,,Applying Simulation Techniques to an Air Traffic Control Study,1970,Julian Reitman
Transportation Systems,,Applying Simulation Techniques to an Air Traffic Control Study,1970,Donald Ingerman
Health Services,,A Dynamic Model for Planning Patient Care in Hospitals,1970,Andrew K. C. Wong
Health Services,,A Dynamic Model for Planning Patient Care in Hospitals,1970,Tung Au
Health Services,,Simulation in Mental Health Planning,1970,F. D. Kennedy
Health Services,,Simulation in Mental Health Planning,1970,J. C. Wright
Health Services,,Simulation in Mental Health Planning,1970,M. J. Anderson
Health Services,,Simulation in Mental Health Planning,1970,P. C. Cooley
Health Services,,Simulation of a Coordinated Accident Rescue System,1970,M. Wayne Parker
Health Services,,Simulation of a Coordinated Accident Rescue System,1970,L. Ray Johnson
Health Services,,CELIA - A Cellular Linear Iterative Array Simulator,1970,R. W. Baker
Health Services,,CELIA - A Cellular Linear Iterative Array Simulator,1970,G. T. Herman
Urban/Social Systems,,International Passenger and Baggage Processing at Kennedy Airport,1970,Rogers Lui
Urban/Social Systems,,International Passenger and Baggage Processing at Kennedy Airport,1970,Ravinder Nanda
Urban/Social Systems,,International Passenger and Baggage Processing at Kennedy Airport,1970,James J. Browne
Urban/Social Systems,,Regional Air Pollution Analysis,1970,M. L. Frankel
Urban/Social Systems,,Regional Air Pollution Analysis,1970,D. H. Lewis
Urban/Social Systems,,Simulation and Outdoor Recreation,1970,Frank J. Cesario
Urban/Social Systems,,A Perspective for the Study of Social and Urban Systems,1970,Jerome L. Uhrig
Maintenance and Reliability Models,,Maintenance Activities and Resources Simulation (MARS) Model,1970,J. J. Dougherty
Maintenance and Reliability Models,,Maintenance Activities and Resources Simulation (MARS) Model,1970,R. G. Hazlett
Maintenance and Reliability Models,,Planet - A User's Viewpoint,1970,John E. Barker
Maintenance and Reliability Models,,A Stochastic Network Approach to Test and Checkout,1970,Lawrence J. Watters
Maintenance and Reliability Models,,A Stochastic Network Approach to Test and Checkout,1970,Michael V. Vasilik
Maintenance and Reliability Models,,Digital Simulation of Maintenance Service Operations in the Computer Industry,1970,Steven R. Dzubow
Simulation Analysis,,Stochastic Sensitivity Analysis of Linear Programs by Simulation Techniques,1970,Joseph L. Balintfy
Simulation Analysis,,The Direct Simulation Method - An Alternative to the Monte Carlo Method,1970,Dietrich Fischer
Simulation Analysis,,Monte Carlo Techniques for Stochastic Network Analysis,1970,John M. Burt  Jr.
Simulation Analysis,,Monte Carlo Techniques for Stochastic Network Analysis,1970,Mark B. Garman
Simulation Analysis,,An Efficient Procedure for Locating the Optimal Simular Response,1970,G. Arthur Mihram
Inventory and Distribution,,GPSS Study of Work-In-Process Inventory,1970,H. L. Bowen  Jr.
Inventory and Distribution,,Application of the GERTS II Simulator in the Industrial Environment,1970,Gary E. Whitehouse
Inventory and Distribution,,Application of the GERTS II Simulator in the Industrial Environment,1970,Kenneth I. Klein
Inventory and Distribution,,Analysis of Sourcing and Disaster Planning,1970,Gary P. Carlson
Inventory and Distribution,,Dynamic Simulation Model for Planning Physical Distribution Systems: Discussion of the Computer Model,1970,Donald J. Bowersox
Inventory and Distribution,,Dynamic Simulation Model for Planning Physical Distribution Systems: Discussion of the Computer Model,1970,Edward J. Marien
Inventory and Distribution,,Dynamic Simulation Model for Planning Physical Distribution Systems: Discussion of the Computer Model,1970,Omar Keith Helferich
Computer Systems,,Jobstream Simulation Using a Channel Multiprogramming Feature,1970,S. E. McAulay
Computer Systems,,A Simulation Study of Cost Delays in Computer Systems,1970,S. R. Clark
Computer Systems,,A Simulation Study of Cost Delays in Computer Systems,1970,T. A. Rourke
Computer Systems,,A Modular Simulation of TSS/360,1970,John W. McCredle
Computer Systems,,A Modular Simulation of TSS/360,1970,Steven J. Schlesinger
Computer Systems,,Simulation of the ILLIAC IV - B6500 Real-Time Computing System,1970,H. Robert Downs
Computer Systems,,Simulation of the ILLIAC IV - B6500 Real-Time Computing System,1970,Norman R. Nielsen
Computer Systems,,Simulation of the ILLIAC IV - B6500 Real-Time Computing System,1970,Edward T. Watanabe
Manufacturing Applications,,Job Shop Scheduling Simulations for Interactive Use in Computer Graphics,1970,John W. O'Leary
Manufacturing Applications,,Simulation in Airport Facilities Design: Lounge Planning Model,1970,Robert F. Seeman
Manufacturing Applications,,Simulation as an Aid in Product Development,1970,Paul J. Kosteva
Manufacturing Applications,,Simulation for Planning and Scheduling,1970,Russell M. Tahmoush
Manufacturing Applications,,Simulation for Planning and Scheduling,1970,John Price Rudy
Simulation Languages,,Experience with the Extendable Computer System Simulator,1970,Donald W. Kosy
Simulation Languages,,The BOSS Simulator - An Introduction,1970,Paul F. Roth
Simulation Languages,,Incremental Modeling in the Forward Direction,1970,Charles W. Turk
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Julian Reitman
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Donald Ingerman
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Jerry Katzke
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Jon Shapiro
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Kenneth Simon
Simulation Languages,,A Complete Interactive Simulation Environment GPSS/360-Norden,1970,Burton Smith
Data Base/Communications,,District Office Network Simulator: Computer Simulation of the Characteristics of the Social Security Administration's District Office Operations,1970,Barbara S. Haskins
Data Base/Communications,,District Office Network Simulator: Computer Simulation of the Characteristics of the Social Security Administration's District Office Operations,1970,John W. Fraser  Jr.
Data Base/Communications,,A Simulation Study of Data Transfer Between Two Asynchronous Devices: An Example of the Use of GPSS in Computer Systems Design,1970,William T. McClelland  Jr.
Data Base/Communications,,A Simulation Study of Data Transfer Between Two Asynchronous Devices: An Example of the Use of GPSS in Computer Systems Design,1970,Kathleen M. Rutter
Data Base/Communications,,Simulation and Mathematical Modeling of an On-Line Accounting System,1970,Jack E. Shemer
Data Base/Communications,,Application of Simulation to Design of Classification Systems,1970,Robert DeMoyer  Jr.
Data Base/Communications,,Application of Simulation to Design of Classification Systems,1970,John I. Fellers
Materials Handling,,Continuous Simulation of an Internal Recycle Process,1970,Lowell E. Hackbarth
Materials Handling,,Continuous Simulation of an Internal Recycle Process,1970,Francis M. Sand
Materials Handling,,Simulation of a Distribution Center (Warehouse) Central Conveyor System,1970,D. Grossman
Materials Handling,,Analysis and Design of a Material Distribution Center Conveyor Network Through GPSS Simulation,1970,N. N. Tendolkar
CLASS - Composite Language Approach for System Simulation,,CLASS - Composite Language Approach for System Simulation,1970,Harold G. Hixson
,,Integrated Circuit Shop Simulation For Capacity Planning And Scheduling,1971,Dennis D. Newhart
,,An Empirically Based-Investigation Of Job-Shop Sequencing,1971,James C. Hershauer
,,Simulation Of Pack Film Manufacturing,1971,David Freeman
,,Simulation Of Pack Film Manufacturing,1971,Pasquale Grossi
,,Simulation Of Pack Film Manufacturing,1971,Stewart Hoover
,,An Emergency Medical System Simulation Model,1971,James A. Fitzsimmons
,,Roles For Simulation In Behavioral Research,1971,James R. Emshoff
,,A Simulation Model Of Urban Politics,1971,Frank L. Adelman
,,A Simulation Model Of Urban Politics,1971,Irma Adelman
,,A System Simulation Study Of Dynamic Social Change,1971,Lynn P. Madden
,,Simulation of a Two-Man Interaction System,1971,D. S. Kochhar
,,Simulation of a Two-Man Interaction System,1971,B. L. Wills
,,The Use of Monte Carlo Simulation to Reflect the Impact Human Factors Can Have on Systems Performance,1971,Gerald P. Chubb
,,Reliability of Computer-Communication Networks,1971,Richard Van Slyke
,,Reliability of Computer-Communication Networks,1971,Howard Frank
,,Resource Allocation in Stochastic Project Networks,1971,John M. Burt  Jr.
,,Simulating Large Flow Networks in Underground Media,1971,Gerald N. Pitts
,,Simulating Large Flow Networks in Underground Media,1971,Paul B. Crawford
,,The Capital Asset Pricing Simulator,1971,David E. Besenfelder
,,The Capital Asset Pricing Simulator,1971,Wayne N. Wagner
,,Commodity Market Dynamics: A System Analysis of Fundamental Relationship,1971,Robert D. Landel
,,Stimulating Commodity Market Trading Policies,1971,J.R. Emshoff
,,Stimulating Commodity Market Trading Policies,1971,L.L. Jayaraman
,,Toward a Simulation Model of the Stock Market,1971,Charles C. Ying
,,Toward a Simulation Model of the Stock Market,1971,Neil B. Bromberg
,,Toward a Simulation Model of the Stock Market,1971,Martin K. Solomon
,,The Use of a Repair Center Simulator,1971,George L. Adler
,,Turbine Engine Maintenance Manpower and Facility Model,1971,Gary E. Sundquist
,,Turbine Engine Maintenance Manpower and Facility Model,1971,Robert B. Whitegiver
,,Maintainability Engineering Simulation System: An Application of Discrete Simulation To Engineering Education,1971,Ronald S. Morris
,,Maintenance Management For Sophisticated Ground Transportation Vehicles,1971,C. W. Collins
,,Use of an External Optimizing Algorithm with a GPSS Model,1971,Robert M. Lefkowitz
,,Use of an External Optimizing Algorithm with a GPSS Model,1971,Thomas J. Schriber
,,Simulation in GPSS/360 of a Highway Paving Operation Using a Mobile Central-Mix Plant With Different Haul Truck Speeds and Fleet Size Combinations,1971,Edwin L. Bidwell
,,An Application of Simulation To the Improvement of Fork Truck Operations,1971,Michael L. Morrison
,,An Application of Simulation to Compare Production Line Configuration With Failures and Repairs,1971,F. Paul Wyman
,,An Application of Simulation to Compare Production Line Configuration With Failures and Repairs,1971,Lawrence E. Moberly
,,Priority Scheduling Rules For a Combined Production Inventory System: A Simulation Analysis,1971,William L. Berry
,,Simulation of the Four-Way and Two-Way Stop Sign Controlled Intersections,1971,J. Wesley Barnes
,,Simulation of the Four-Way and Two-Way Stop Sign Controlled Intersections,1971,Robert M. Crisp  Jr.
,,Simulation - An Application In Marine Transportation Scheduling,1971,Ralph Forsaith
,,Simulation - An Application In Marine Transportation Scheduling,1971,George Hvidsten
,,A Study of Responsive Electronic Vehicular Instrumentation,1971,Joseph S. Nadan
,,A Computer Simulation Model of Driver Vision while Merging from a Freeway On-Ramp,1971,Kumares C. Sinha
,,A Computer Simulation Model of Driver Vision while Merging from a Freeway On-Ramp,1971,Philip H. DeCabooter
,,Application of Simulation to Detail Design of a Telephone Directory Assistance System Computer Number 68,1971,John A. Noecker
,,Simulation Data Structures Using Simula 67,1971,Jean G. Vaucher
,,Simulation: A Tool for Design and Pre-Implementation Testing of Large Scale Software Systems,1971,Miklos Antal Vasarhelyi
,,Simulating with Simscript,1971,Yen W. Chao
